play_id,character_chosen,first_elite,damage_taken,floor,victory
ca5c4d89-1f7d-41b9-a2fc-92368ce8c215,THE_SILENT,Gremlin Nob,6.0,6.0,False
ca635a97-52e8-46ef-87da-a95cd2a5705b,DEFECT,Lagavulin,3.0,6.0,True
cb4ce85f-4ff6-4c6d-b407-cdecd97cf9f6,WATCHER,3 Sentries,0.0,7.0,True
cba1f271-6274-48f9-b2e7-1c75abffad23,THE_SILENT,3 Sentries,14.0,6.0,True
cc0d911c-b1ed-44a0-b4d4-3486d336c1ac,WATCHER,3 Sentries,19.0,10.0,True
cd28bc35-bed1-4d46-8c13-6b8f02ff7b59,DEFECT,3 Sentries,7.0,8.0,False
cd6fd6ff-7c91-4b78-b021-f213bbe737d2,DEFECT,3 Sentries,14.0,11.0,True
ce1c6c2a-792d-4a4c-b80f-9f70e1611d9b,THE_SILENT,3 Sentries,2.0,7.0,True
ce5ce5f4-7aa3-4952-9df0-97d99946e1e9,DEFECT,Gremlin Nob,8.0,7.0,True
cfeb6013-871d-477b-8af4-1cb683906e59,THE_SILENT,3 Sentries,3.0,7.0,False
d0885eec-9c41-4cf1-b8f9-486a6eec6175,WATCHER,3 Sentries,0.0,7.0,True
d372caae-e162-4519-aa23-164660069eac,THE_SILENT,3 Sentries,0.0,7.0,True
d480078c-2a03-4d28-a9c3-66d399ab26f1,IRONCLAD,Lagavulin,22.0,10.0,True
d53e443c-16e6-4165-ad8f-d55021c238f9,IRONCLAD,Lagavulin,9.0,7.0,True
d586cc7c-cdf7-4ff7-b4ec-f2e8a03d9e0a,THE_SILENT,Gremlin Nob,0.0,10.0,False
d5916db1-7e4c-44b4-b1f3-c238b02c722b,DEFECT,Gremlin Nob,33.0,7.0,False
d6daf2f8-1679-44bd-80bf-4c9a19dcc253,DEFECT,Gremlin Nob,18.0,8.0,False
d72ec51e-456a-4ffa-9e29-002a84cf6365,IRONCLAD,Gremlin Nob,35.0,7.0,True
d73b3b21-f8e3-4254-953b-ac7f2297d986,DEFECT,Lagavulin,4.0,7.0,True
d77d765d-edba-4a51-8ce5-68242677dd0b,THE_SILENT,3 Sentries,17.0,7.0,False
d82a2d83-297c-44e8-8b33-fb34f459e9bd,DEFECT,3 Sentries,25.0,8.0,False
dac6d00b-b5d2-40f9-be24-e18648dd35ef,DEFECT,Gremlin Nob,0.0,10.0,False
db5a6ed5-a58e-4261-8177-b26bc2f5e34f,IRONCLAD,3 Sentries,25.0,12.0,False
db99aff5-735a-4bfc-bb51-7051edcc9f8e,DEFECT,3 Sentries,17.0,8.0,True
dca6d165-064a-425c-96c2-f108a83b684f,DEFECT,Lagavulin,0.0,8.0,True
dcd797d2-3513-4928-a32b-09a50457a7b3,DEFECT,Gremlin Nob,13.0,7.0,False
dd7d0c7b-0dde-4e2c-97c6-a370d9e126eb,DEFECT,Gremlin Nob,33.0,8.0,True
ddd9ab66-1d1d-4353-b7b2-0e8760e1696c,THE_SILENT,Lagavulin,1.0,6.0,True
de2b8ff4-9157-4134-8f0e-1c6e8d5223f0,THE_SILENT,Gremlin Nob,11.0,7.0,True
df3ccdf5-0420-4d1c-8443-9415bdefb402,IRONCLAD,3 Sentries,20.0,7.0,False
dfaa972d-f5cd-454e-a8e0-d5804d3aed75,WATCHER,Gremlin Nob,13.0,6.0,True
e0d8573d-468b-4f1a-809a-eb32d12d47b6,IRONCLAD,Lagavulin,20.0,7.0,True
e143a343-3f11-4105-a33c-dce25cd78f8f,THE_SILENT,Gremlin Nob,26.0,7.0,False
e166cb10-bce6-4319-9a2c-79a2a4cdbc78,THE_SILENT,Lagavulin,20.0,6.0,True
e26b0cd8-27da-4958-a1c3-4ae620ebf57c,THE_SILENT,Gremlin Nob,23.0,7.0,True
e3002ed8-08bc-44ed-955f-0cd4aa5a1b8c,WATCHER,3 Sentries,10.0,6.0,False
e373a21b-14fb-408e-b9ce-6476f091739b,THE_SILENT,Gremlin Nob,0.0,7.0,True
e4dfb210-2c6e-45c3-af1e-638a03e40ab8,WATCHER,Lagavulin,0.0,10.0,False
e58bf2fb-6cb1-4378-a3af-9b858ba7b5fd,IRONCLAD,3 Sentries,16.0,6.0,True
e5d284b3-1aa8-4c35-93d7-2a466d8971d3,THE_SILENT,3 Sentries,3.0,13.0,True
e6a28b4a-cc70-4949-993f-0b9bc8ac01a0,DEFECT,Gremlin Nob,7.0,6.0,True
e84a2670-459c-4493-9c12-211d64d01d5c,IRONCLAD,Lagavulin,26.0,10.0,False
e876e4d6-9fd0-414a-bd10-c46d3d267f0e,IRONCLAD,Gremlin Nob,8.0,6.0,True
e979b0e2-4c51-4d75-9821-8b419ade5ed4,THE_SILENT,Lagavulin,1.0,7.0,False
ea0b4170-e3c8-4da4-b522-23ba2fecaa82,IRONCLAD,Lagavulin,0.0,8.0,True
ea4cf14a-ed4c-49e4-8d22-dfb0c09a1cfd,THE_SILENT,3 Sentries,22.0,6.0,True
eaac00d8-765a-4737-b999-a62cd5cc4fa2,THE_SILENT,Gremlin Nob,38.0,11.0,False
eb020847-b4e8-46ee-8498-4fa334d54a40,DEFECT,3 Sentries,12.0,6.0,True
ec0abbe2-048d-44c6-91c6-ea333255cd78,DEFECT,Lagavulin,14.0,6.0,True
ec20c424-c526-4070-96f6-cf8bf186756e,DEFECT,3 Sentries,30.0,8.0,True
ecc3e9ce-d069-42b0-b0ef-89cc531226fe,DEFECT,Lagavulin,0.0,8.0,False
ecc89d42-1c69-4966-89a4-0e0db723af0f,THE_SILENT,Lagavulin,0.0,7.0,True
ed4c7308-4798-4bd4-bc6a-2903d02159fc,DEFECT,3 Sentries,26.0,7.0,True
ed650fed-09e1-4b36-a6b9-7b8588ba2272,DEFECT,3 Sentries,20.0,6.0,True
ed6839ab-3567-4dd4-b1c7-2c226e5f2733,THE_SILENT,Gremlin Nob,0.0,10.0,True
edda5e27-0a1f-454f-8791-eded609977b1,IRONCLAD,Gremlin Nob,11.0,7.0,False
ee6854a3-e0e6-41de-bee1-d6baf422d0bc,IRONCLAD,3 Sentries,20.0,7.0,False
ef2d3808-f056-4f36-bb70-153385085da9,THE_SILENT,3 Sentries,3.0,14.0,False
efb2c399-6493-45d2-b279-08a349eb7830,DEFECT,Lagavulin,0.0,11.0,False
f04a947b-a39a-4d92-8a3b-24cf560ee150,WATCHER,3 Sentries,0.0,6.0,False
f1e75724-33a8-4043-8b32-2bc839b31a6e,IRONCLAD,Gremlin Nob,8.0,7.0,True
f205ee31-521b-4e71-b3bd-21e6ad4eae35,THE_SILENT,Lagavulin,0.0,6.0,True
f226208e-a194-4625-a820-35d7fa65c938,THE_SILENT,3 Sentries,0.0,6.0,True
f2d9c33a-72af-47cd-911e-bc5df6360827,DEFECT,Lagavulin,15.0,11.0,False
f3d0c3ef-668f-40cf-a1a6-fa0a30316e30,DEFECT,3 Sentries,0.0,10.0,True
f4240582-dc01-47ce-a9ea-a391e8e4680b,DEFECT,Lagavulin,0.0,6.0,False
f42f05a5-330d-406b-9454-3ad87a5fdbf0,THE_SILENT,3 Sentries,24.0,12.0,False
f6f0352c-ad11-452c-a84a-b31e11ebb16d,IRONCLAD,3 Sentries,39.0,6.0,False
fb667b39-468b-4bbf-9f14-9a9980ffe01c,DEFECT,3 Sentries,0.0,7.0,False
fb853c46-a572-476b-a626-69762f12df4f,DEFECT,Gremlin Nob,30.0,10.0,False
fbcb5a62-6837-488d-87c8-9ef0c3eccbf1,WATCHER,Lagavulin,2.0,7.0,True
fc23c39b-9d80-4dc2-8d50-b36f45c89704,IRONCLAD,3 Sentries,41.0,6.0,False
fd126c32-429e-4b15-807e-93ab29e0a3d2,DEFECT,Gremlin Nob,34.0,6.0,True
fed4ca28-c1f2-4ce5-8fab-04a9f759a17a,DEFECT,Lagavulin,7.0,10.0,True
ffea87eb-925b-4514-afa6-3c9db1f3ecb0,WATCHER,Lagavulin,0.0,7.0,False
